species	assembly	source	taxonomy	assembly_link	annotation_link	file_type	group
Bombyx_mori	ASM15162v1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Arthropoda::Insecta::Lepidoptera::Bombycidae::Bombyx	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/bombyx_mori/dna/Bombyx_mori.ASM15162v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/bombyx_mori/Bombyx_mori.ASM15162v1.47.gtf.gz	gtf	263
Danaus_plexippus	Dpv3	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Arthropoda::Insecta::Lepidoptera::Nymphalidae::Danaus	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/danaus_plexippus/dna/Danaus_plexippus.Dpv3.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/danaus_plexippus/Danaus_plexippus.Dpv3.47.gtf.gz	gtf	263
Pediculus_humanus	PhumU2	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Arthropoda::Insecta::Phthiraptera::Pediculidae::Pediculus	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/pediculus_humanus/dna/Pediculus_humanus.PhumU2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/pediculus_humanus/Pediculus_humanus.PhumU2.47.gtf.gz	gtf	263
Lingula_anatina	LinAna1.0	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Brachiopoda::Lingulata::Lingulida::Lingulidae::Lingula	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/lingula_anatina/dna/Lingula_anatina.LinAna1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/lingula_anatina/Lingula_anatina.LinAna1.0.47.gtf.gz	gtf	263
Branchiostoma_lanceolatum	BraLan2	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Chordata::Leptocardii::Amphioxiformes::Branchiostomidae::Branchiostoma	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/branchiostoma_lanceolatum/dna/Branchiostoma_lanceolatum.BraLan2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/branchiostoma_lanceolatum/Branchiostoma_lanceolatum.BraLan2.47.gtf.gz	gtf	263
Nematostella_vectensis	ASM20922v1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Cnidaria::Anthozoa::Actiniaria::Edwardsiidae::Nematostella	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/nematostella_vectensis/dna/Nematostella_vectensis.ASM20922v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/nematostella_vectensis/Nematostella_vectensis.ASM20922v1.47.gtf.gz	gtf	263
Thelohanellus_kitauei	ASM82789v1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Cnidaria::Myxozoa::Bivalvulida::Myxobolidae::Thelohanellus	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/thelohanellus_kitauei/dna/Thelohanellus_kitauei.ASM82789v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/thelohanellus_kitauei/Thelohanellus_kitauei.ASM82789v1.47.gtf.gz	gtf	263
Mnemiopsis_leidyi	MneLei_Aug2011	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Ctenophora::Tentaculata::Lobata::Bolinopsidae::Mnemiopsis	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/mnemiopsis_leidyi/dna/Mnemiopsis_leidyi.MneLei_Aug2011.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/mnemiopsis_leidyi/Mnemiopsis_leidyi.MneLei_Aug2011.47.gtf.gz	gtf	263
Strongylocentrotus_purpuratus	Spur_3.1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Echinodermata::Echinoidea::Echinoida::Strongylocentrotidae::Strongylocentrotus	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/strongylocentrotus_purpuratus/dna/Strongylocentrotus_purpuratus.Spur_3.1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/strongylocentrotus_purpuratus/Strongylocentrotus_purpuratus.Spur_3.1.47.gtf.gz	gtf	263
Crassostrea_gigas	oyster_v9	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Mollusca::Bivalvia::Ostreida::Ostreidae::Crassostrea	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/crassostrea_gigas/dna/Crassostrea_gigas.oyster_v9.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/crassostrea_gigas/Crassostrea_gigas.oyster_v9.47.gtf.gz	gtf	263
Octopus_bimaculoides	PRJNA270931	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Mollusca::Cephalopoda::Octopoda::Octopodidae::Octopus	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/octopus_bimaculoides/dna/Octopus_bimaculoides.PRJNA270931.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/octopus_bimaculoides/Octopus_bimaculoides.PRJNA270931.47.gtf.gz	gtf	263
Lottia_gigantea	Lotgi1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Mollusca::Gastropoda::NA::Lottiidae::Lottia	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/lottia_gigantea/dna/Lottia_gigantea.Lotgi1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/lottia_gigantea/Lottia_gigantea.Lotgi1.47.gtf.gz	gtf	263
Biomphalaria_glabrata	BglaB1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Mollusca::Gastropoda::NA::Planorbidae::Biomphalaria	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/biomphalaria_glabrata/dna/Biomphalaria_glabrata.BglaB1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/biomphalaria_glabrata/Biomphalaria_glabrata.BglaB1.47.gtf.gz	gtf	263
Brugia_malayi	Bmal-4.0	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Chromadorea::Rhabditida::Onchocercidae::Brugia	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/brugia_malayi/dna/Brugia_malayi.Bmal-4.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/brugia_malayi/Brugia_malayi.Bmal-4.0.47.gtf.gz	gtf	263
Loa_loa	Loa_loa_V3	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Chromadorea::Rhabditida::Onchocercidae::Loa	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/loa_loa/dna/Loa_loa.Loa_loa_V3.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/loa_loa/Loa_loa.Loa_loa_V3.47.gtf.gz	gtf	263
Strongyloides_ratti	S_ratti_ED321_v5_0_4	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Chromadorea::Rhabditida::Strongylidae::Strongyloides	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/strongyloides_ratti/dna/Strongyloides_ratti.S_ratti_ED321_v5_0_4.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/strongyloides_ratti/Strongyloides_ratti.S_ratti_ED321_v5_0_4.47.gtf.gz	gtf	263
Trichinella_spiralis	Tspiralis1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Enoplea::Trichocephalida::Trichinellidae::Trichinella	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/trichinella_spiralis/dna/Trichinella_spiralis.Tspiralis1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/trichinella_spiralis/Trichinella_spiralis.Tspiralis1.47.gtf.gz	gtf	263
Onchocerca_volvulus	ASM49940v2	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Secernentea::Rhabditida::Onchocercidae::Onchocerca	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/onchocerca_volvulus/dna/Onchocerca_volvulus.ASM49940v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/onchocerca_volvulus/Onchocerca_volvulus.ASM49940v2.47.gtf.gz	gtf	263
Caenorhabditis_briggsae	CB4	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Secernentea::Rhabditida::Rhabditidae::Caenorhabditis	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/caenorhabditis_briggsae/dna/Caenorhabditis_briggsae.CB4.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/caenorhabditis_briggsae/Caenorhabditis_briggsae.CB4.47.gtf.gz	gtf	263
Caenorhabditis_remanei	C_remanei-15.0.1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Nematoda::Secernentea::Rhabditida::Rhabditidae::Caenorhabditis	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/caenorhabditis_remanei/dna/Caenorhabditis_remanei.C_remanei-15.0.1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/caenorhabditis_remanei/Caenorhabditis_remanei.C_remanei-15.0.1.47.gtf.gz	gtf	263
Trichoplax_adhaerens	ASM15027v1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Placozoa::NA::NA::Trichoplacidae::Trichoplax	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/trichoplax_adhaerens/dna/Trichoplax_adhaerens.ASM15027v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/trichoplax_adhaerens/Trichoplax_adhaerens.ASM15027v1.47.gtf.gz	gtf	263
Amphimedon_queenslandica	Aqu1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Porifera::Demospongiae::Haplosclerida::Niphatidae::Amphimedon	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/amphimedon_queenslandica/dna/Amphimedon_queenslandica.Aqu1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/amphimedon_queenslandica/Amphimedon_queenslandica.Aqu1.47.gtf.gz	gtf	263
Adineta_vaga	AMS_PRJEB1171_v1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Rotifera::Bdelloida::Adinetida::Adinetidae::Adineta	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/adineta_vaga/dna/Adineta_vaga.AMS_PRJEB1171_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/adineta_vaga/Adineta_vaga.AMS_PRJEB1171_v1.47.gtf.gz	gtf	263
Hofstenia_miamia	HmiaM1	EnsemblMetazoa47	Amorphea::Opisthokonta::Animalia::Xenacoelomorpha::Acoela::NA::Hofsteniidae::Hofstenia	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/fasta/hofstenia_miamia/dna/Hofstenia_miamia.HmiaM1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/metazoa/release-47/gtf/hofstenia_miamia/Hofstenia_miamia.HmiaM1.47.gtf.gz	gtf	263
Chlamydomonas_reinhardtii	Chlamydomonas_reinhardtii_v5.5	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Chlorophyta::Chlorophyceae::Chlamydomonadales::Chlamydomonodaceae::Chlamydomonas	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/chlamydomonas_reinhardtii/dna/Chlamydomonas_reinhardtii.Chlamydomonas_reinhardtii_v5.5.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/chlamydomonas_reinhardtii/Chlamydomonas_reinhardtii.Chlamydomonas_reinhardtii_v5.5.47.gtf.gz	gtf	263
Ostreococcus_lucimarinus	ASM9206v1	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Chlorophyta::Marmiellophyceae::Mamiellales::Bathycoccaceae::Ostreococcus	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/ostreococcus_lucimarinus/dna/Ostreococcus_lucimarinus.ASM9206v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/ostreococcus_lucimarinus/Ostreococcus_lucimarinus.ASM9206v1.47.gtf.gz	gtf	263
Physcomitrella_patens	Phypa_V3	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Bryophytes::Funariales::Funariaceae::Physcomitrella	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/physcomitrella_patens/dna/Physcomitrella_patens.Phypa_V3.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/physcomitrella_patens/Physcomitrella_patens.Phypa_V3.47.gtf.gz	gtf	263
Chara_braunii	Cbr_1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Charophyceae::Charales::Characeae::Chara	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/chara_braunii/dna/Chara_braunii.Cbr_1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/chara_braunii/Chara_braunii.Cbr_1.0.47.gtf.gz	gtf	263
Selaginella_moellendorffii	v1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Lycopodiopsida::Selaginellales::Selaginellaceae::Selaginella	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/selaginella_moellendorffii/dna/Selaginella_moellendorffii.v1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/selaginella_moellendorffii/Selaginella_moellendorffii.v1.0.47.gtf.gz	gtf	263
Amborella_trichopoda	AMTR1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Amborellales::Amborellaceae::Amborella	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/amborella_trichopoda/dna/Amborella_trichopoda.AMTR1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/amborella_trichopoda/Amborella_trichopoda.AMTR1.0.47.gtf.gz	gtf	263
Arabidopsis_halleri	Ahal2.2	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Brassicales::Brassicaceae::Arabidopsis	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/arabidopsis_halleri/dna/Arabidopsis_halleri.Ahal2.2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/arabidopsis_halleri/Arabidopsis_halleri.Ahal2.2.47.gtf.gz	gtf	263
Arabidopsis_lyrata	v.1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Brassicales::Brassicaceae::Arabidopsis	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/arabidopsis_lyrata/dna/Arabidopsis_lyrata.v.1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/arabidopsis_lyrata/Arabidopsis_lyrata.v.1.0.47.gtf.gz	gtf	263
Arabidopsis_thaliana	TAIR10	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Brassicales::Brassicaceae::Arabidopsis	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/arabidopsis_thaliana/dna/Arabidopsis_thaliana.TAIR10.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/arabidopsis_thaliana/Arabidopsis_thaliana.TAIR10.47.gtf.gz	gtf	263
Coffea_canephora	AUK_PRJEB4211_v1	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Brassicales::Brassicaceae::Coffea	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/coffea_canephora/dna/Coffea_canephora.AUK_PRJEB4211_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/coffea_canephora/Coffea_canephora.AUK_PRJEB4211_v1.47.gtf.gz	gtf	263
Cucumis_sativus	ASM407v2	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Cucurbitales::Cucurbitaceae::Cucumis	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/cucumis_sativus/dna/Cucumis_sativus.ASM407v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/cucumis_sativus/Cucumis_sativus.ASM407v2.47.gtf.gz	gtf	263
Glycine_max	Glycine_max_v2.1	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Fabales::Fabaceae::Glycine	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/glycine_max/dna/Glycine_max.Glycine_max_v2.1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/glycine_max/Glycine_max.Glycine_max_v2.1.47.gtf.gz	gtf	263
Medicago_truncatula	MedtrA17_4.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Fabales::Fabaceae::Medicago	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/medicago_truncatula/dna/Medicago_truncatula.MedtrA17_4.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/medicago_truncatula/Medicago_truncatula.MedtrA17_4.0.47.gtf.gz	gtf	263
Manihot_esculenta	Manihot_esculenta_v6	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Malpighiales::Euphorbiaceae::Manihot	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/manihot_esculenta/dna/Manihot_esculenta.Manihot_esculenta_v6.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/manihot_esculenta/Manihot_esculenta.Manihot_esculenta_v6.47.gtf.gz	gtf	263
Populus_trichocarpa	Pop_tri_v3	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Malpighiales::Salicaceae::Populus	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/populus_trichocarpa/dna/Populus_trichocarpa.Pop_tri_v3.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/populus_trichocarpa/Populus_trichocarpa.Pop_tri_v3.47.gtf.gz	gtf	263
Ananas_comosus	F153	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Bromeliaceae::Ananas	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/ananas_comosus/dna/Ananas_comosus.F153.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/ananas_comosus/Ananas_comosus.F153.47.gtf.gz	gtf	263
Brachypodium_distachyon	Brachypodium_distachyon_v3.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Poaceae::Brachypodium	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/brachypodium_distachyon/dna/Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/brachypodium_distachyon/Brachypodium_distachyon.Brachypodium_distachyon_v3.0.47.gtf.gz	gtf	263
Hordeum_vulgare	IBSC_v2	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Poaceae::Hordeum	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/hordeum_vulgare/dna/Hordeum_vulgare.IBSC_v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/hordeum_vulgare/Hordeum_vulgare.IBSC_v2.47.gtf.gz	gtf	263
Oryza_sativa_Japonica	IRGSP-1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Poaceae::Oryza	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/oryza_sativa/dna/Oryza_sativa.IRGSP-1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/oryza_sativa/Oryza_sativa.IRGSP-1.0.47.gtf.gz	gtf	263
Triticum_aestivum	IWGSC	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Poaceae::Triticum	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/triticum_aestivum/dna/Triticum_aestivum.IWGSC.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/triticum_aestivum/Triticum_aestivum.IWGSC.47.gtf.gz	gtf	263
Zea_mays	B73_RefGen_v4	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Poales::Poaceae::Zea	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/zea_mays/dna/Zea_mays.B73_RefGen_v4.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/zea_mays/Zea_mays.B73_RefGen_v4.47.gtf.gz	gtf	263
Citrus_clementina	Citrus_clementina_v1.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Sapindales::Rutaceae::Citrus	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/citrus_clementina/dna/Citrus_clementina.Citrus_clementina_v1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/citrus_clementina/Citrus_clementina.Citrus_clementina_v1.0.47.gtf.gz	gtf	263
Nicotiana_attenuata	NIATTr2	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Solanales::Solanaceae::Nicotiana	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/nicotiana_attenuata/dna/Nicotiana_attenuata.NIATTr2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/nicotiana_attenuata/Nicotiana_attenuata.NIATTr2.47.gtf.gz	gtf	263
Solanum_lycopersicum	SL3.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Solanales::Solanaceae::Solanum	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/solanum_lycopersicum/dna/Solanum_lycopersicum.SL3.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/solanum_lycopersicum/Solanum_lycopersicum.SL3.0.47.gtf.gz	gtf	263
Solanum_tuberosum	SolTub_3.0	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Solanales::Solanaceae::Solanum	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/solanum_tuberosum/dna/Solanum_tuberosum.SolTub_3.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/solanum_tuberosum/Solanum_tuberosum.SolTub_3.0.47.gtf.gz	gtf	263
Vitis_vinifera	12X	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Vitales::Vitaceae::Vitis	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/vitis_vinifera/dna/Vitis_vinifera.12X.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/vitis_vinifera/Vitis_vinifera.12X.47.gtf.gz	gtf	263
Marchantia_polymorpha	Marchanta_polymorpha_v1	EnsemblPlants47	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Marchantiopsida::Marchantiales::Marchantiaceae::Marchantia	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/marchantia_polymorpha/dna/Marchantia_polymorpha.Marchanta_polymorpha_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/marchantia_polymorpha/Marchantia_polymorpha.Marchanta_polymorpha_v1.47.gtf.gz	gtf	263
Chondrus_crispus	ASM35022v2	EnsemblPlants47	Archaeplastida::Rhodophyta::Plantae::Rhodophyceae::Eurhodophytina::Florideophycidae::Gigartinaceae::Chondrus	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/chondrus_crispus/dna/Chondrus_crispus.ASM35022v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/chondrus_crispus/Chondrus_crispus.ASM35022v2.47.gtf.gz	gtf	263
Cyanidioschyzon_merolae	ASM9120v1	EnsemblPlants47	Archaeplastida::Rhodophyta::Plantae::Rhodophyceae::NA::Cyanidiales::Cyanidiaceae::Cyanidioschyzon	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/cyanidioschyzon_merolae/dna/Cyanidioschyzon_merolae.ASM9120v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/cyanidioschyzon_merolae/Cyanidioschyzon_merolae.ASM9120v1.47.gtf.gz	gtf	263
Galdieria_sulphuraria	ASM34128v1	EnsemblPlants47	Archaeplastida::Rhodophyta::Plantae::Rhodophyceae::NA::Cyanidiales::Galdieriaceae::Galdieria	http://ftp.ensemblgenomes.org/pub/plants/release-47/fasta/galdieria_sulphuraria/dna/Galdieria_sulphuraria.ASM34128v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/plants/release-47/gtf/galdieria_sulphuraria/Galdieria_sulphuraria.ASM34128v1.47.gtf.gz	gtf	263
Quercus_lobata	ValleyOak3.0	EnsemblPlants49	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Fagales::Fagaceae::Quercus	https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-49/fasta/quercus_lobata/dna/Quercus_lobata.ValleyOak3.0.dna.toplevel.fa.gz	https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-49/gtf/quercus_lobata/Quercus_lobata.ValleyOak3.0.49.gtf.gz	gtf	263
Nymphaea_colorata	ASM883128v1	EnsemblPlants48	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Nymphaeales::Nymphaeaceae::Nymphaea	https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-48/fasta/nymphaea_colorata/dna/Nymphaea_colorata.ASM883128v1.dna.toplevel.fa.gz	https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-48/gtf/nymphaea_colorata/Nymphaea_colorata.ASM883128v1.48.gtf.gz	gtf	263
Cannabis_sativa_female	cs10	EnsemblPlants48	Archaeplastida::Chloroplastida::Plantae::Streptophyta::Magnoliopsida::Rosales::Cannabaceae::Cannabis	https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-48/plants/fasta/cannabis_sativa_female/dna/Cannabis_sativa_female.cs10.dna.toplevel.fa.gz	https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-48/plants/gtf/cannabis_sativa_female/Cannabis_sativa_female.cs10.48.gtf.gz	gtf	263
